01.q_-3.0/task.000/system.data (written by toolbox by Jia-Xin Zhu)

1160 atoms
8 atom types
239 bonds
1 bond types
0.0 16.869000 xlo xhi
0.0 14.609000 ylo yhi
0.0 41.478000 zlo zhi

Atoms

27 0 5 -0.0277777777777778 7.0285997390747070 10.5507993698120117 35.7389984130859375
28 0 5 -0.0277777777777778 9.8400993347167969 10.5507993698120117 35.7389984130859375
29 0 5 -0.0277777777777778 12.6515998840332031 10.5507993698120117 35.7389984130859375
30 0 5 -0.0277777777777778 15.4629993438720703 10.5507993698120117 35.7389984130859375
31 0 5 -0.0277777777777778 0.0000000000000000 12.9856004714965820 35.7389984130859375
32 0 5 -0.0277777777777778 2.8114998340606689 12.9856004714965820 35.7389984130859375
33 0 5 -0.0277777777777778 5.6229000091552734 12.9856004714965820 35.7389984130859375
34 0 5 -0.0277777777777778 8.4343996047973633 12.9856004714965820 35.7389984130859375
35 0 5 -0.0277777777777778 11.2458000183105469 12.9856004714965820 35.7389984130859375
36 0 5 -0.0277777777777778 14.0573005676269531 12.9856004714965820 35.7389984130859375
37 0 5 -0.0277777777777778 0.0000000000000000 1.6232000589370728 38.0345001220703125
38 0 5 -0.0277777777777778 2.8114998340606689 1.6232000589370728 38.0345001220703125
39 0 5 -0.0277777777777778 5.6229000091552734 1.6232000589370728 38.0345001220703125
40 0 5 -0.0277777777777778 8.4343996047973633 1.6232000589370728 38.0345001220703125
41 0 5 -0.0277777777777778 11.2458000183105469 1.6232000589370728 38.0345001220703125
42 0 5 -0.0277777777777778 14.0573005676269531 1.6232000589370728 38.0345001220703125
43 0 5 -0.0277777777777778 1.4056999683380127 4.0579996109008789 38.0345001220703125
44 0 5 -0.0277777777777778 4.2171998023986816 4.0579996109008789 38.0345001220703125
45 0 5 -0.0277777777777778 7.0285997390747070 4.0579996109008789 38.0345001220703125
46 0 5 -0.0277777777777778 9.8400993347167969 4.0579996109008789 38.0345001220703125
47 0 5 -0.0277777777777778 12.6515998840332031 4.0579996109008789 38.0345001220703125
48 0 5 -0.0277777777777778 15.4629993438720703 4.0579996109008789 38.0345001220703125
49 0 5 -0.0277777777777778 0.0000000000000000 6.4928002357482910 38.0345001220703125
50 0 5 -0.0277777777777778 2.8114998340606689 6.4928002357482910 38.0345001220703125
51 0 5 -0.0277777777777778 5.6229000091552734 6.4928002357482910 38.0345001220703125
52 0 5 -0.0277777777777778 8.4343996047973633 6.4928002357482910 38.0345001220703125
53 0 5 -0.0277777777777778 11.2458000183105469 6.4928002357482910 38.0345001220703125
54 0 5 -0.0277777777777778 14.0573005676269531 6.4928002357482910 38.0345001220703125
55 0 5 -0.0277777777777778 1.4056999683380127 8.9275999069213867 38.0345001220703125
56 0 5 -0.0277777777777778 4.2171998023986816 8.9275999069213867 38.0345001220703125
57 0 5 -0.0277777777777778 7.0285997390747070 8.9275999069213867 38.0345001220703125
58 0 5 -0.0277777777777778 9.8400993347167969 8.9275999069213867 38.0345001220703125
59 0 5 -0.0277777777777778 12.6515998840332031 8.9275999069213867 38.0345001220703125
60 0 5 -0.0277777777777778 15.4629993438720703 8.9275999069213867 38.0345001220703125
61 0 5 -0.0277777777777778 0.0000000000000000 11.3624000549316406 38.0345001220703125
62 0 5 -0.0277777777777778 2.8114998340606689 11.3624000549316406 38.0345001220703125
63 0 5 -0.0277777777777778 5.6229000091552734 11.3624000549316406 38.0345001220703125
64 0 5 -0.0277777777777778 8.4343996047973633 11.3624000549316406 38.0345001220703125
65 0 5 -0.0277777777777778 11.2458000183105469 11.3624000549316406 38.0345001220703125
66 0 5 -0.0277777777777778 14.0573005676269531 11.3624000549316406 38.0345001220703125
67 0 5 -0.0277777777777778 1.4056999683380127 13.7971992492675781 38.0345001220703125
68 0 5 -0.0277777777777778 4.2171998023986816 13.7971992492675781 38.0345001220703125
69 0 5 -0.0277777777777778 7.0285997390747070 13.7971992492675781 38.0345001220703125
70 0 5 -0.0277777777777778 9.8400993347167969 13.7971992492675781 38.0345001220703125
71 0 5 -0.0277777777777778 12.6515998840332031 13.7971992492675781 38.0345001220703125
72 0 5 -0.0277777777777778 15.4629993438720703 13.7971992492675781 38.0345001220703125
73 0 5 -0.0277777777777778 0.0000000000000000 0.0000000000000000 40.3301010131835938
74 0 5 -0.0277777777777778 2.8114998340606689 0.0000000000000000 40.3301010131835938
75 0 5 -0.0277777777777778 5.6229000091552734 0.0000000000000000 40.3301010131835938
76 0 5 -0.0277777777777778 8.4343996047973633 0.0000000000000000 40.3301010131835938
77 0 5 -0.0277777777777778 11.2458000183105469 0.0000000000000000 40.3301010131835938
78 0 5 -0.0277777777777778 14.0573005676269531 0.0000000000000000 40.3301010131835938
79 0 5 -0.0277777777777778 1.4056999683380127 2.4347999095916748 40.3301010131835938
80 0 5 -0.0277777777777778 4.2171998023986816 2.4347999095916748 40.3301010131835938
81 0 5 -0.0277777777777778 7.0285997390747070 2.4347999095916748 40.3301010131835938
82 0 5 -0.0277777777777778 9.8400993347167969 2.4347999095916748 40.3301010131835938
83 0 5 -0.0277777777777778 12.6515998840332031 2.4347999095916748 40.3301010131835938
84 0 5 -0.0277777777777778 15.4629993438720703 2.4347999095916748 40.3301010131835938
85 0 5 -0.0277777777777778 0.0000000000000000 4.8695998191833496 40.3301010131835938
86 0 5 -0.0277777777777778 2.8114998340606689 4.8695998191833496 40.3301010131835938
87 0 5 -0.0277777777777778 5.6229000091552734 4.8695998191833496 40.3301010131835938
88 0 5 -0.0277777777777778 8.4343996047973633 4.8695998191833496 40.3301010131835938
89 0 5 -0.0277777777777778 11.2458000183105469 4.8695998191833496 40.3301010131835938
90 0 5 -0.0277777777777778 14.0573005676269531 4.8695998191833496 40.3301010131835938
91 0 5 -0.0277777777777778 1.4056999683380127 7.3043994903564453 40.3301010131835938
92 0 5 -0.0277777777777778 4.2171998023986816 7.3043994903564453 40.3301010131835938
93 0 5 -0.0277777777777778 7.0285997390747070 7.3043994903564453 40.3301010131835938
94 0 5 -0.0277777777777778 9.8400993347167969 7.3043994903564453 40.3301010131835938
95 0 5 -0.0277777777777778 12.6515998840332031 7.3043994903564453 40.3301010131835938
96 0 5 -0.0277777777777778 15.4629993438720703 7.3043994903564453 40.3301010131835938
97 0 5 -0.0277777777777778 0.0000000000000000 9.7391996383666992 40.3301010131835938
98 0 5 -0.0277777777777778 2.8114998340606689 9.7391996383666992 40.3301010131835938
99 0 5 -0.0277777777777778 5.6229000091552734 9.7391996383666992 40.3301010131835938
100 0 5 -0.0277777777777778 8.4343996047973633 9.7391996383666992 40.3301010131835938
101 0 5 -0.0277777777777778 11.2458000183105469 9.7391996383666992 40.3301010131835938
102 0 5 -0.0277777777777778 14.0573005676269531 9.7391996383666992 40.3301010131835938
103 0 5 -0.0277777777777778 1.4056999683380127 12.1739997863769531 40.3301010131835938
104 0 5 -0.0277777777777778 4.2171998023986816 12.1739997863769531 40.3301010131835938
105 0 5 -0.0277777777777778 7.0285997390747070 12.1739997863769531 40.3301010131835938
106 0 5 -0.0277777777777778 9.8400993347167969 12.1739997863769531 40.3301010131835938
107 0 5 -0.0277777777777778 12.6515998840332031 12.1739997863769531 40.3301010131835938
108 0 5 -0.0277777777777778 15.4629993438720703 12.1739997863769531 40.3301010131835938
109 0 5 -0.0277777777777778 1.4056999683380127 0.8116000294685364 1.1475999355316162
110 0 5 -0.0277777777777778 4.2171998023986816 0.8116000294685364 1.1475999355316162
111 0 5 -0.0277777777777778 7.0285997390747070 0.8116000294685364 1.1475999355316162
112 0 5 -0.0277777777777778 9.8400993347167969 0.8116000294685364 1.1475999355316162
113 0 5 -0.0277777777777778 12.6515998840332031 0.8116000294685364 1.1475999355316162
114 0 5 -0.0277777777777778 15.4629993438720703 0.8116000294685364 1.1475999355316162
115 0 5 -0.0277777777777778 0.0000000000000000 3.2464001178741455 1.1475999355316162
116 0 5 -0.0277777777777778 2.8114998340606689 3.2464001178741455 1.1475999355316162
117 0 5 -0.0277777777777778 5.6229000091552734 3.2464001178741455 1.1475999355316162
118 0 5 -0.0277777777777778 8.4343996047973633 3.2464001178741455 1.1475999355316162
119 0 5 -0.0277777777777778 11.2458000183105469 3.2464001178741455 1.1475999355316162
120 0 5 -0.0277777777777778 14.0573005676269531 3.2464001178741455 1.1475999355316162
121 0 5 -0.0277777777777778 1.4056999683380127 5.6812000274658203 1.1475999355316162
122 0 5 -0.0277777777777778 4.2171998023986816 5.6812000274658203 1.1475999355316162
123 0 5 -0.0277777777777778 7.0285997390747070 5.6812000274658203 1.1475999355316162
124 0 5 -0.0277777777777778 9.8400993347167969 5.6812000274658203 1.1475999355316162
125 0 5 -0.0277777777777778 12.6515998840332031 5.6812000274658203 1.1475999355316162
126 0 5 -0.0277777777777778 15.4629993438720703 5.6812000274658203 1.1475999355316162
127 0 5 -0.0277777777777778 0.0000000000000000 8.1159992218017578 1.1475999355316162
128 0 5 -0.0277777777777778 2.8114998340606689 8.1159992218017578 1.1475999355316162
129 0 5 -0.0277777777777778 5.6229000091552734 8.1159992218017578 1.1475999355316162
130 0 5 -0.0277777777777778 8.4343996047973633 8.1159992218017578 1.1475999355316162
131 0 5 -0.0277777777777778 11.2458000183105469 8.1159992218017578 1.1475999355316162
132 0 5 -0.0277777777777778 14.0573005676269531 8.1159992218017578 1.1475999355316162
133 0 5 -0.0277777777777778 1.4056999683380127 10.5507993698120117 1.1475999355316162
134 0 5 -0.0277777777777778 4.2171998023986816 10.5507993698120117 1.1475999355316162
135 0 5 -0.0277777777777778 7.0285997390747070 10.5507993698120117 1.1475999355316162
136 0 5 -0.0277777777777778 9.8400993347167969 10.5507993698120117 1.1475999355316162
137 0 5 -0.0277777777777778 12.6515998840332031 10.5507993698120117 1.1475999355316162
138 0 5 -0.0277777777777778 15.4629993438720703 10.5507993698120117 1.1475999355316162
139 0 5 -0.0277777777777778 0.0000000000000000 12.9856004714965820 1.1475999355316162
140 0 5 -0.0277777777777778 2.8114998340606689 12.9856004714965820 1.1475999355316162
141 0 5 -0.0277777777777778 5.6229000091552734 12.9856004714965820 1.1475999355316162
142 0 5 -0.0277777777777778 8.4343996047973633 12.9856004714965820 1.1475999355316162
143 0 5 -0.0277777777777778 11.2458000183105469 12.9856004714965820 1.1475999355316162
144 0 5 -0.0277777777777778 14.0573005676269531 12.9856004714965820 1.1475999355316162
145 0 5 -0.0277777777777778 0.0000000000000000 1.6232000589370728 3.4432001113891602
146 0 5 -0.0277777777777778 2.8114998340606689 1.6232000589370728 3.4432001113891602
147 0 5 -0.0277777777777778 5.6229000091552734 1.6232000589370728 3.4432001113891602
148 0 5 -0.0277777777777778 8.4343996047973633 1.6232000589370728 3.4432001113891602
149 0 5 -0.0277777777777778 11.2458000183105469 1.6232000589370728 3.4432001113891602
150 0 5 -0.0277777777777778 14.0573005676269531 1.6232000589370728 3.4432001113891602
151 0 5 -0.0277777777777778 1.4056999683380127 4.0579996109008789 3.4432001113891602
152 0 5 -0.0277777777777778 4.2171998023986816 4.0579996109008789 3.4432001113891602
153 0 5 -0.0277777777777778 7.0285997390747070 4.0579996109008789 3.4432001113891602
154 0 5 -0.0277777777777778 9.8400993347167969 4.0579996109008789 3.4432001113891602
155 0 5 -0.0277777777777778 12.6515998840332031 4.0579996109008789 3.4432001113891602
156 0 5 -0.0277777777777778 15.4629993438720703 4.0579996109008789 3.4432001113891602
157 0 5 -0.0277777777777778 0.0000000000000000 6.4928002357482910 3.4432001113891602
158 0 5 -0.0277777777777778 2.8114998340606689 6.4928002357482910 3.4432001113891602
159 0 5 -0.0277777777777778 5.6229000091552734 6.4928002357482910 3.4432001113891602
160 0 5 -0.0277777777777778 8.4343996047973633 6.4928002357482910 3.4432001113891602
161 0 5 -0.0277777777777778 11.2458000183105469 6.4928002357482910 3.4432001113891602
162 0 5 -0.0277777777777778 14.0573005676269531 6.4928002357482910 3.4432001113891602
163 0 5 -0.0277777777777778 1.4056999683380127 8.9275999069213867 3.4432001113891602
164 0 5 -0.0277777777777778 4.2171998023986816 8.9275999069213867 3.4432001113891602
165 0 5 -0.0277777777777778 7.0285997390747070 8.9275999069213867 3.4432001113891602
166 0 5 -0.0277777777777778 9.8400993347167969 8.9275999069213867 3.4432001113891602
167 0 5 -0.0277777777777778 12.6515998840332031 8.9275999069213867 3.4432001113891602
168 0 5 -0.0277777777777778 15.4629993438720703 8.9275999069213867 3.4432001113891602
169 0 5 -0.0277777777777778 0.0000000000000000 11.3624000549316406 3.4432001113891602
170 0 5 -0.0277777777777778 2.8114998340606689 11.3624000549316406 3.4432001113891602
171 0 5 -0.0277777777777778 5.6229000091552734 11.3624000549316406 3.4432001113891602
172 0 5 -0.0277777777777778 8.4343996047973633 11.3624000549316406 3.4432001113891602
173 0 5 -0.0277777777777778 11.2458000183105469 11.3624000549316406 3.4432001113891602
174 0 5 -0.0277777777777778 14.0573005676269531 11.3624000549316406 3.4432001113891602
175 0 5 -0.0277777777777778 1.4056999683380127 13.7971992492675781 3.4432001113891602
176 0 5 -0.0277777777777778 4.2171998023986816 13.7971992492675781 3.4432001113891602
177 0 5 -0.0277777777777778 7.0285997390747070 13.7971992492675781 3.4432001113891602
178 0 5 -0.0277777777777778 9.8400993347167969 13.7971992492675781 3.4432001113891602
179 0 5 -0.0277777777777778 12.6515998840332031 13.7971992492675781 3.4432001113891602
180 0 5 -0.0277777777777778 15.4629993438720703 13.7971992492675781 3.4432001113891602
181 0 5 -0.0277777777777778 0.0000000000000000 0.0000000000000000 5.7386999130249023
182 0 5 -0.0277777777777778 2.8114998340606689 0.0000000000000000 5.7386999130249023
183 0 5 -0.0277777777777778 5.6229000091552734 0.0000000000000000 5.7386999130249023
184 0 5 -0.0277777777777778 8.4343996047973633 0.0000000000000000 5.7386999130249023
185 0 5 -0.0277777777777778 11.2458000183105469 0.0000000000000000 5.7386999130249023
186 0 5 -0.0277777777777778 14.0573005676269531 0.0000000000000000 5.7386999130249023
187 0 5 -0.0277777777777778 1.4056999683380127 2.4347999095916748 5.7386999130249023
188 0 5 -0.0277777777777778 4.2171998023986816 2.4347999095916748 5.7386999130249023
189 0 5 -0.0277777777777778 7.0285997390747070 2.4347999095916748 5.7386999130249023
190 0 5 -0.0277777777777778 9.8400993347167969 2.4347999095916748 5.7386999130249023
191 0 5 -0.0277777777777778 12.6515998840332031 2.4347999095916748 5.7386999130249023
192 0 5 -0.0277777777777778 15.4629993438720703 2.4347999095916748 5.7386999130249023
193 0 5 -0.0277777777777778 0.0000000000000000 4.8695998191833496 5.7386999130249023
194 0 5 -0.0277777777777778 2.8114998340606689 4.8695998191833496 5.7386999130249023
195 0 5 -0.0277777777777778 5.6229000091552734 4.8695998191833496 5.7386999130249023
196 0 5 -0.0277777777777778 8.4343996047973633 4.8695998191833496 5.7386999130249023
197 0 5 -0.0277777777777778 11.2458000183105469 4.8695998191833496 5.7386999130249023
198 0 5 -0.0277777777777778 14.0573005676269531 4.8695998191833496 5.7386999130249023
199 0 5 -0.0277777777777778 1.4056999683380127 7.3043994903564453 5.7386999130249023
200 0 5 -0.0277777777777778 4.2171998023986816 7.3043994903564453 5.7386999130249023
201 0 5 -0.0277777777777778 7.0285997390747070 7.3043994903564453 5.7386999130249023
202 0 5 -0.0277777777777778 9.8400993347167969 7.3043994903564453 5.7386999130249023
203 0 5 -0.0277777777777778 12.6515998840332031 7.3043994903564453 5.7386999130249023
204 0 5 -0.0277777777777778 15.4629993438720703 7.3043994903564453 5.7386999130249023
205 0 5 -0.0277777777777778 0.0000000000000000 9.7391996383666992 5.7386999130249023
206 0 5 -0.0277777777777778 2.8114998340606689 9.7391996383666992 5.7386999130249023
207 0 5 -0.0277777777777778 5.6229000091552734 9.7391996383666992 5.7386999130249023
208 0 5 -0.0277777777777778 8.4343996047973633 9.7391996383666992 5.7386999130249023
209 0 5 -0.0277777777777778 11.2458000183105469 9.7391996383666992 5.7386999130249023
210 0 5 -0.0277777777777778 14.0573005676269531 9.7391996383666992 5.7386999130249023
211 0 5 -0.0277777777777778 1.4056999683380127 12.1739997863769531 5.7386999130249023
212 0 5 -0.0277777777777778 4.2171998023986816 12.1739997863769531 5.7386999130249023
213 0 5 -0.0277777777777778 7.0285997390747070 12.1739997863769531 5.7386999130249023
214 0 5 -0.0277777777777778 9.8400993347167969 12.1739997863769531 5.7386999130249023
215 0 5 -0.0277777777777778 12.6515998840332031 12.1739997863769531 5.7386999130249023
216 0 5 -0.0277777777777778 15.4629993438720703 12.1739997863769531 5.7386999130249023
217 0 1 6.0000000000000000 7.0621995925903320 -16.0543994903564453 16.5116996765136719
218 0 2 1.0000000000000000 6.2748999595642090 -15.4720993041992188 16.2791996002197266
219 0 2 1.0000000000000000 7.3521995544433594 -15.7289991378784180 17.3801994323730469
220 0 1 6.0000000000000000 23.3136978149414062 8.2392997741699219 19.7171993255615234
221 0 2 1.0000000000000000 23.8782005310058594 8.9338998794555664 20.1576995849609375
222 0 2 1.0000000000000000 23.0034999847412109 7.7418999671936035 20.6172981262207031
223 0 1 6.0000000000000000 10.2040996551513672 26.3084983825683594 10.1723995208740234
224 0 2 1.0000000000000000 10.9043006896972656 25.9531993865966797 9.5247993469238281
225 0 2 1.0000000000000000 9.3302001953125000 25.9684982299804688 9.8492994308471680
226 0 1 6.0000000000000000 30.1156997680664062 -10.9027996063232422 19.2933006286621094
227 0 2 1.0000000000000000 29.6760978698730469 -10.2835998535156250 18.6644001007080078
228 0 2 1.0000000000000000 29.3694992065429688 -11.5641002655029297 19.5448989868164062
229 0 1 6.0000000000000000 24.6539993286132812 35.5168991088867188 11.0233993530273438
230 0 2 1.0000000000000000 24.1474990844726562 36.1264991760253906 11.7174997329711914
231 0 2 1.0000000000000000 24.9676990509033203 35.9822006225585938 10.1708993911743164
232 0 1 6.0000000000000000 3.8015999794006348 0.7212999463081360 10.9727001190185547
233 0 2 1.0000000000000000 4.2216997146606445 1.5442000627517700 10.5774002075195312
234 0 2 1.0000000000000000 4.5132999420166016 0.4078999757766724 11.5630998611450195
235 0 1 6.0000000000000000 16.4319992065429688 38.8614997863769531 18.8487987518310547
236 0 2 1.0000000000000000 15.5802001953125000 39.0046997070312500 18.2999992370605469
237 0 2 1.0000000000000000 16.6675987243652344 37.9197998046875000 18.8527984619140625
238 0 1 6.0000000000000000 38.1277999877929688 28.8488979339599609 26.4943008422851562
239 0 2 1.0000000000000000 38.4433975219726562 29.2736988067626953 27.3036994934082031
240 0 2 1.0000000000000000 37.1059989929199219 28.7959003448486328 26.7047996520996094
241 0 1 6.0000000000000000 -6.6843996047973633 -5.9402995109558105 12.0664005279541016
242 0 2 1.0000000000000000 -6.5110998153686523 -6.4104995727539062 11.2204990386962891
243 0 2 1.0000000000000000 -6.2263002395629883 -6.4236998558044434 12.7742996215820312
244 0 1 6.0000000000000000 -24.2036991119384766 -14.9516000747680664 8.7439994812011719
245 0 2 1.0000000000000000 -23.6099014282226562 -15.5956993103027344 9.1461000442504883
246 0 2 1.0000000000000000 -24.0564994812011719 -15.0769996643066406 7.7623996734619141
247 0 1 6.0000000000000000 22.6357994079589844 18.8378982543945312 30.7226982116699219
248 0 2 1.0000000000000000 23.3588008880615234 18.3727989196777344 31.1452980041503906
249 0 2 1.0000000000000000 22.2414989471435547 19.4447994232177734 31.4237995147705078
250 0 1 6.0000000000000000 10.2572002410888672 -19.5862998962402344 20.8295993804931641
251 0 2 1.0000000000000000 10.3136997222900391 -20.2719001770019531 20.1274986267089844
252 0 2 1.0000000000000000 9.7302999496459961 -18.8477993011474609 20.3824005126953125
253 0 1 6.0000000000000000 -12.9471988677978516 7.6452999114990234 11.7367992401123047
254 0 2 1.0000000000000000 -13.4695997238159180 7.6204996109008789 10.8648004531860352
255 0 2 1.0000000000000000 -11.9725999832153320 7.6637992858886719 11.6042995452880859
256 0 1 6.0000000000000000 10.5002994537353516 4.6333999633789062 8.9700994491577148
257 0 2 1.0000000000000000 10.7367000579833984 5.4264998435974121 9.5778999328613281
258 0 2 1.0000000000000000 10.4453992843627930 5.0959997177124023 8.1352996826171875
259 0 1 6.0000000000000000 19.2209987640380859 -7.3991003036499023 9.5132999420166016
260 0 2 1.0000000000000000 18.6875991821289062 -8.2320003509521484 9.3600997924804688
261 0 2 1.0000000000000000 20.0657997131347656 -7.6071996688842773 9.0023002624511719
262 0 1 6.0000000000000000 -11.2658004760742188 17.2711982727050781 18.5804996490478516
263 0 2 1.0000000000000000 -10.7033996582031250 17.2252998352050781 19.3722000122070312
264 0 2 1.0000000000000000 -11.6281995773315430 18.1707992553710938 18.6884994506835938
265 0 1 6.0000000000000000 -7.8129000663757324 3.5388998985290527 17.3584995269775391
266 0 2 1.0000000000000000 -8.1824998855590820 3.5067999362945557 16.4624004364013672
267 0 2 1.0000000000000000 -7.5818996429443359 2.5480999946594238 17.6264991760253906
268 0 1 6.0000000000000000 -25.9288997650146484 20.2501983642578125 19.0503997802734375
269 0 2 1.0000000000000000 -26.9048004150390625 20.3328990936279297 19.0961990356445312
270 0 2 1.0000000000000000 -25.6815986633300781 19.8247985839843750 18.2384986877441406
271 0 1 6.0000000000000000 31.7821006774902344 7.3332996368408203 26.7066993713378906
272 0 2 1.0000000000000000 31.8702983856201172 7.8420996665954590 25.8901996612548828
273 0 2 1.0000000000000000 31.7551994323730469 6.4502997398376465 26.3587989807128906
274 0 1 6.0000000000000000 7.0783996582031250 21.6238994598388672 15.1672992706298828
275 0 2 1.0000000000000000 8.0076999664306641 21.4771995544433594 15.1332998275756836
276 0 2 1.0000000000000000 6.9796996116638184 22.3169994354248047 15.8393001556396484
277 0 1 6.0000000000000000 7.4958996772766113 2.1199998855590820 20.5174999237060547
278 0 2 1.0000000000000000 7.1243000030517578 1.7500000000000000 21.4157981872558594
279 0 2 1.0000000000000000 8.2009992599487305 2.8187000751495361 20.5978984832763672
280 0 1 6.0000000000000000 47.4721984863281250 -6.1807994842529297 28.8547992706298828
281 0 2 1.0000000000000000 47.7299957275390625 -6.8248996734619141 28.1170997619628906
282 0 2 1.0000000000000000 48.0187988281250000 -6.4269995689392090 29.6281986236572266
283 0 1 6.0000000000000000 -14.4059991836547852 3.5354998111724854 13.3059005737304688
284 0 2 1.0000000000000000 -13.5186996459960938 3.4502997398376465 12.9086990356445312
285 0 2 1.0000000000000000 -14.4067001342773438 3.1619999408721924 14.1787996292114258
286 0 1 6.0000000000000000 -1.4161999225616455 -0.6470000147819519 24.8675994873046875
287 0 2 1.0000000000000000 -1.7092000246047974 -0.4848000109195709 23.8739986419677734
288 0 2 1.0000000000000000 -1.2805999517440796 -1.6979000568389893 24.8069992065429688
289 0 1 6.0000000000000000 -10.8444004058837891 0.8094999790191650 22.3881988525390625
290 0 2 1.0000000000000000 -10.9403991699218750 0.8806999921798706 23.3819980621337891
291 0 2 1.0000000000000000 -10.6632995605468750 -0.1516000032424927 22.3521003723144531
292 0 1 6.0000000000000000 -31.9190006256103516 -6.8869996070861816 18.6026000976562500
293 0 2 1.0000000000000000 -31.0806999206542969 -6.6082997322082520 18.2548999786376953
294 0 2 1.0000000000000000 -31.8340988159179688 -6.7223000526428223 19.5219001770019531
295 0 1 6.0000000000000000 20.4337997436523438 -8.9235000610351562 24.7317008972167969
296 0 2 1.0000000000000000 19.5919990539550781 -9.4244995117187500 24.7416000366210938
297 0 2 1.0000000000000000 20.8047981262207031 -9.0572996139526367 25.6377983093261719
298 0 1 6.0000000000000000 -3.1900000572204590 18.9186992645263672 29.0158996582031250
299 0 2 1.0000000000000000 -2.4528000354766846 18.3279991149902344 28.6927986145019531
300 0 2 1.0000000000000000 -2.8172998428344727 19.8608989715576172 29.0563983917236328
301 0 1 6.0000000000000000 8.9913997650146484 -0.7502000331878662 32.4638977050781250
302 0 2 1.0000000000000000 9.5247001647949219 -0.1668999940156937 31.8416996002197266
303 0 2 1.0000000000000000 9.0381994247436523 -0.3568999767303467 33.3600006103515625
304 0 1 6.0000000000000000 22.5951004028320312 25.2484989166259766 21.8649978637695312
305 0 2 1.0000000000000000 22.9083995819091797 24.7361984252929688 22.6304988861083984
306 0 2 1.0000000000000000 21.7854995727539062 25.6815986633300781 22.2340984344482422
307 0 1 6.0000000000000000 18.1533985137939453 33.3612976074218750 25.0832977294921875
308 0 2 1.0000000000000000 18.2047996520996094 32.7854003906250000 24.2306995391845703
309 0 2 1.0000000000000000 18.2992000579833984 32.7272987365722656 25.8140983581542969
310 0 1 6.0000000000000000 18.7479000091552734 26.2820987701416016 28.6880989074707031
311 0 2 1.0000000000000000 18.4806003570556641 25.6788997650146484 29.4763984680175781
312 0 2 1.0000000000000000 18.0146999359130859 26.9693984985351562 28.6544990539550781
313 0 1 6.0000000000000000 66.4330978393554688 -2.0123000144958496 20.7556991577148438
314 0 2 1.0000000000000000 65.5621032714843750 -2.2793998718261719 20.2627983093261719
315 0 2 1.0000000000000000 66.7297973632812500 -2.8503999710083008 21.2118988037109375
316 0 1 6.0000000000000000 37.0814971923828125 -1.0934000015258789 20.5455989837646484
317 0 2 1.0000000000000000 37.6450004577636719 -0.4790999889373779 20.0096988677978516
318 0 2 1.0000000000000000 36.1539993286132812 -1.0247999429702759 20.2583999633789062
319 0 1 6.0000000000000000 4.6107001304626465 10.0333995819091797 27.4952983856201172
320 0 2 1.0000000000000000 4.4535999298095703 9.9607000350952148 26.5089988708496094
